gid,role,role_score,cluster_id,priority_score,evidence,rule,depth,is_seed,in_deg,out_deg,in_kzt,out_kzt,in_tx,out_tx,pass_through,fast_share,seed_payers,seeds_2hop,pagerank,betweenness,max_payers_same_day,truncated
100000002822472100,terminal,0.733,12,0.4195,"Конечный получатель: 267 тыс ₸ от 2 плательщиков, исходящих ≥5 тыс ₸ нет; колено 3 — обход здесь не обрывался",E1,3,False,2,0,266722.0,0.0,2,0,0.0,,0,0,0.00031223557685989894,0.0,1,False
100000002824176100,peripheral,0.7,6,0.4038,"Разовое поступление: 144 тыс ₸ от 1 плательщика, дальше не уходило; сумма мала",P-leaf,1,False,1,0,144000.0,0.0,1,0,0.0,,1,2,0.0003385981575005855,0.0,1,False
100000002826669100,peripheral,0.7,0,0.3895,"Разовое поступление: 160 тыс ₸ от 1 плательщика, дальше не уходило; сумма мала",P-leaf,2,False,1,0,159900.0,0.0,4,0,0.0,,0,1,0.0004762394546257387,0.0,1,False
100000002830055100,peripheral,0.7,1,0.1507,"Разовое поступление: 14 тыс ₸ от 1 плательщика, дальше не уходило; сумма мала",P-leaf,1,False,1,0,14000.0,0.0,1,0,0.0,,1,1,0.0002885077302285584,0.0,1,False
100000002831727100,peripheral,0.5,18,0.3113,"Получил 6 тыс ₸, отдал 77 тыс ₸ (1283%) — отдаёт больше полученного: вероятны поступления извне выборки",P-other,2,False,1,1,6000.0,77000.0,1,3,12.833333333333334,0.12987012987012986,0,1,0.0002907462180152874,1.922024458454748e-05,1,False
100000002832753100,peripheral,0.4,15,0.1829,"Обрыв выгрузки на 4-м колене: получил 12 тыс ₸ от 1; исходящие не выгружены — роль «конечный» не присваиваем, нужна доп. выгрузка",P-trunc,4,False,1,0,12500.0,0.0,1,0,0.0,,0,0,0.0007555331214190848,0.0,1,True
100000002835874100,peripheral,0.4,7,0.1515,"Обрыв выгрузки на 4-м колене: получил 59 тыс ₸ от 1; исходящие не выгружены — роль «конечный» не присваиваем, нужна доп. выгрузка",P-trunc,4,False,1,0,58700.0,0.0,1,0,0.0,,0,0,0.00029329173220691814,0.0,1,True
100000002836052100,peripheral,0.7,2,0.26,"Разовое поступление: 15 тыс ₸ от 1 плательщика, дальше не уходило; сумма мала",P-leaf,2,False,1,0,15000.0,0.0,1,0,0.0,,0,2,0.0003056660501463517,0.0,1,False
100000002836736100,terminal,0.854,6,0.6431,"Конечный получатель: 509 тыс ₸ от 2 плательщиков, исходящих ≥5 тыс ₸ нет; колено 1 — обход здесь не обрывался",E1,1,False,2,0,509000.0,0.0,2,0,0.0,,1,2,0.0004517900546889046,0.0,2,False
100000002838519100,peripheral,0.7,14,0.1529,"Разовое поступление: 47 тыс ₸ от 1 плательщика, дальше не уходило; сумма мала",P-leaf,3,False,1,0,46900.0,0.0,1,0,0.0,,0,0,0.0002988256561865491,0.0,1,False
100000002838861100,consolidator,0.95,7,0.9034,"Сбор средств: 555 тыс ₸ от 5 плательщиков (из них seed: 2), дальше ушло 2% полученного; до 2 плательщиков в один день",K1,1,False,5,1,554523.95,10000.0,5,1,0.018033486200190272,0.0,2,2,0.0021199186472606823,1.9418391435934565e-05,2,False
100000002842321100,peripheral,0.7,4,0.1852,"Разовое поступление: 160 тыс ₸ от 1 плательщика, дальше не уходило; сумма мала",P-leaf,3,False,1,0,160000.0,0.0,1,0,0.0,,0,0,0.00029075476206914347,0.0,1,False
100000002842337100,peripheral,0.7,6,0.3173,"Разовое поступление: 50 тыс ₸ от 1 плательщика, дальше не уходило; сумма мала",P-leaf,2,False,1,0,50000.0,0.0,1,0,0.0,,0,1,0.0003666617032550862,0.0,1,False
100000002844652100,peripheral,0.7,6,0.2376,"Разовое поступление: 61 тыс ₸ от 1 плательщика, дальше не уходило; сумма мала",P-leaf,1,False,1,0,61360.0,0.0,1,0,0.0,,1,1,0.000289087813987039,0.0,1,False
100000002844897100,peripheral,0.7,7,0.133,"Разовое поступление: 11 тыс ₸ от 1 плательщика, дальше не уходило; сумма мала",P-leaf,1,False,1,0,10800.0,0.0,1,0,0.0,,1,1,0.0002867291422622948,0.0,1,False
100000002845605100,peripheral,0.7,0,0.2684,"Разовое поступление: 58 тыс ₸ от 1 плательщика, дальше не уходило; сумма мала",P-leaf,1,False,1,0,57567.0,0.0,1,0,0.0,,1,1,0.0002963718812625067,0.0,1,False
100000002847207100,peripheral,0.7,2,0.2962,"Разовое поступление: 46 тыс ₸ от 1 плательщика, дальше не уходило; сумма мала",P-leaf,1,False,1,0,46243.0,0.0,1,0,0.0,,1,2,0.00029482882762375313,0.0,1,False
100000002849158100,peripheral,0.5,7,0.3819,"Получил 723 тыс ₸, отдал 1,3 млн ₸ (182%) — отдаёт больше полученного: вероятны поступления извне выборки",P-other,3,False,3,1,723000.0,1313000.0,3,3,1.8160442600276625,0.5506473724295506,0,0,0.0003362455684917419,2.2786887909515052e-05,3,False
100000002852402100,peripheral,0.7,15,0.3083,"Разовое поступление: 55 тыс ₸ от 1 плательщика, дальше не уходило; сумма мала",P-leaf,2,False,1,0,55000.0,0.0,1,0,0.0,,0,1,0.00032701738322827813,0.0,1,False
100000002858835100,peripheral,0.7,1,0.1956,"Разовое поступление: 24 тыс ₸ от 1 плательщика, дальше не уходило; сумма мала",P-leaf,1,False,1,0,24400.0,0.0,1,0,0.0,,1,1,0.0002906905684083577,0.0,1,False
100000002860934100,peripheral,0.4,28,0.3256,"Обрыв выгрузки на 4-м колене: получил 280 тыс ₸ от 1; исходящие не выгружены — роль «конечный» не присваиваем, нужна доп. выгрузка",P-trunc,4,False,1,0,279500.0,0.0,4,0,0.0,,0,0,0.0005814420132554198,0.0,1,True
100000002861485100,peripheral,0.7,5,0.193,"Разовое поступление: 29 тыс ₸ от 1 плательщика, дальше не уходило; сумма мала",P-leaf,1,False,1,0,29323.0,0.0,1,0,0.0,,1,1,0.00028872204610085224,0.0,1,False
100000002862113100,peripheral,0.7,14,0.155,"Разовое поступление: 47 тыс ₸ от 1 плательщика, дальше не уходило; сумма мала",P-leaf,3,False,1,0,47405.0,0.0,2,0,0.0,,0,0,0.0002989683952653226,0.0,1,False
100000002863356100,peripheral,0.5,1,0.3307,"Получил 45 тыс ₸, отдал 20 тыс ₸ (44%) — удерживает часть средств, признаков роли недостаточно",P-other,2,False,1,1,45000.0,20000.0,1,1,0.4444444444444444,0.0,0,1,0.00030085297319428395,1.387027959709612e-06,1,False
100000002864256100,peripheral,0.7,2,0.3831,"Разовое поступление: 136 тыс ₸ от 1 плательщика, дальше не уходило; сумма мала",P-leaf,1,False,1,0,135780.0,0.0,1,0,0.0,,1,2,0.00031275739719351445,0.0,1,False
100000002864680100,peripheral,0.7,11,0.2628,"Разовое поступление: 56 тыс ₸ от 1 плательщика, дальше не уходило; сумма мала",P-leaf,1,False,1,0,55932.0,0.0,1,0,0.0,,1,1,0.0002948514922860755,0.0,1,False
100000002870463100,peripheral,0.5,6,0.4955,"Получил 207 тыс ₸, отдал 10 тыс ₸ (5%) — удерживает часть средств, признаков роли недостаточно",P-other,2,False,3,1,207000.0,10000.0,4,1,0.04830917874396135,1.0,0,1,0.0019299755548282795,1.9418391435934565e-05,1,False
100000002870937100,peripheral,0.7,6,0.2582,"Разовое поступление: 84 тыс ₸ от 1 плательщика, дальше не уходило; сумма мала",P-leaf,1,False,1,0,83700.0,0.0,1,0,0.0,,1,1,0.0002903688396007318,0.0,1,False
100000002871199100,peripheral,0.7,14,0.0929,"Разовое поступление: 23 тыс ₸ от 1 плательщика, дальше не уходило; сумма мала",P-leaf,3,False,1,0,23186.0,0.0,1,0,0.0,,0,0,0.00029212285516865986,0.0,1,False
100000002872399100,terminal,1.0,6,0.5331,"Конечный получатель: 1,1 млн ₸ от 1 плательщиков, исходящих ≥5 тыс ₸ нет; колено 3 — обход здесь не обрывался",E1,3,False,1,0,1090000.0,0.0,9,0,0.0,,0,0,0.0007057669186571349,0.0,1,False
100000002876914100,peripheral,0.4,19,0.0613,"Обрыв выгрузки на 4-м колене: получил 12 тыс ₸ от 1; исходящие не выгружены — роль «конечный» не присваиваем, нужна доп. выгрузка",P-trunc,4,False,1,0,12000.0,0.0,1,0,0.0,,0,0,0.00029199108961479477,0.0,1,True
100000002877262100,peripheral,0.7,10,0.1971,"Разовое поступление: 100 тыс ₸ от 1 плательщика, дальше не уходило; сумма мала",P-leaf,3,False,1,0,100000.0,0.0,1,0,0.0,,0,0,0.0002999177628608638,0.0,1,False
100000002878467100,terminal,0.7,10,0.4115,"Конечный получатель: 200 тыс ₸ от 2 плательщиков, исходящих ≥5 тыс ₸ нет; колено 3 — обход здесь не обрывался",E1,3,False,2,0,200000.0,0.0,2,0,0.0,,0,0,0.0003144036421217601,0.0,1,False
100000002878483100,peripheral,0.4,19,0.0259,"Обрыв выгрузки на 4-м колене: получил 6 тыс ₸ от 1; исходящие не выгружены — роль «конечный» не присваиваем, нужна доп. выгрузка",P-trunc,4,False,1,0,6000.0,0.0,1,0,0.0,,0,0,0.0002887801919160425,0.0,1,True
100000002881669100,peripheral,0.7,11,0.1669,"Разовое поступление: 19 тыс ₸ от 1 плательщика, дальше не уходило; сумма мала",P-leaf,1,False,1,0,18600.0,0.0,1,0,0.0,,1,1,0.0002886560582178517,0.0,1,False
100000002883402100,terminal,0.8,7,0.4067,"Конечный получатель: 300 тыс ₸ от 3 плательщиков, исходящих ≥5 тыс ₸ нет; колено 3 — обход здесь не обрывался",E1,3,False,3,0,300000.0,0.0,3,0,0.0,,0,0,0.00030065707174589147,0.0,1,False
100000002884708100,peripheral,0.4,10,0.3639,"Обрыв выгрузки на 4-м колене: получил 1,2 млн ₸ от 1; исходящие не выгружены — роль «конечный» не присваиваем, нужна доп. выгрузка",P-trunc,4,False,1,0,1171644.0,0.0,2,0,0.0,,0,0,0.0005625754563953251,0.0,1,True
100000002886166100,terminal,0.643,24,0.4163,"Конечный получатель: 185 тыс ₸ от 1 плательщиков, исходящих ≥5 тыс ₸ нет; колено 3 — обход здесь не обрывался",E1,3,False,1,0,185000.0,0.0,3,0,0.0,,0,0,0.00032459115017370436,0.0,1,False
100000002890167100,peripheral,0.7,5,0.3064,"Разовое поступление: 118 тыс ₸ от 1 плательщика, дальше не уходило; сумма мала",P-leaf,1,False,1,0,118150.0,0.0,1,0,0.0,,1,1,0.0002982725522414642,0.0,1,False
100000002891765100,peripheral,0.7,14,0.1733,"Разовое поступление: 56 тыс ₸ от 1 плательщика, дальше не уходило; сумма мала",P-leaf,3,False,1,0,55576.0,0.0,1,0,0.0,,0,0,0.0003012779418250415,0.0,1,False
100000002893020100,peripheral,0.7,8,0.0829,"Разовое поступление: 18 тыс ₸ от 1 плательщика, дальше не уходило; сумма мала",P-leaf,3,False,1,0,18340.0,0.0,1,0,0.0,,0,0,0.00029240245264606243,0.0,1,False
100000002894076100,consolidator,0.9,6,0.8176,"Сбор средств: 1,1 млн ₸ от 4 плательщиков (из них seed: 2), дальше ушло 0% полученного; до 3 плательщиков в один день",K2,1,False,4,0,1122782.0,0.0,6,0,0.0,,2,3,0.00038267994337591447,0.0,3,False
100000002896506100,peripheral,0.4,4,0.1758,"Обрыв выгрузки на 4-м колене: получил 45 тыс ₸ от 1; исходящие не выгружены — роль «конечный» не присваиваем, нужна доп. выгрузка",P-trunc,4,False,1,0,45000.0,0.0,1,0,0.0,,0,0,0.00031362964480833634,0.0,1,True
100000002901457100,peripheral,0.5,0,0.3735,"Получил 340 тыс ₸, отдал 119 тыс ₸ (35%) — удерживает часть средств, признаков роли недостаточно",P-other,3,False,1,3,340000.0,119000.0,1,3,0.35,0.0,0,0,0.0003742656113270814,7.569209722986739e-05,1,False
100000002904919100,peripheral,0.5,0,0.1964,"Получил 60 тыс ₸, отдал 6 тыс ₸ (9%) — удерживает часть средств, признаков роли недостаточно",P-other,3,False,1,1,60325.0,5500.0,1,1,0.09117281392457521,0.0,0,0,0.00029091905114297234,1.922024458454748e-05,1,False
100000002906470100,peripheral,0.7,18,0.2214,"Разовое поступление: 130 тыс ₸ от 1 плательщика, дальше не уходило; сумма мала",P-leaf,3,False,1,0,130000.0,0.0,1,0,0.0,,0,0,0.0003078012872731202,0.0,1,False
100000002908521100,peripheral,0.7,1,0.13,"Разовое поступление: 44 тыс ₸ от 1 плательщика, дальше не уходило; сумма мала",P-leaf,3,False,1,0,44500.0,0.0,1,0,0.0,,0,0,0.0002925147553909273,0.0,1,False
100000002911170100,terminal,0.7,30,0.5416,"Конечный получатель: 300 тыс ₸ от 1 плательщиков, исходящих ≥5 тыс ₸ нет; колено 2 — обход здесь не обрывался",E1,2,False,1,0,300000.0,0.0,2,0,0.0,,0,1,0.00032304938435235924,0.0,1,False
100000002913340100,peripheral,0.7,1,0.0773,"Разовое поступление: 24 тыс ₸ от 1 плательщика, дальше не уходило; сумма мала",P-leaf,3,False,1,0,23600.0,0.0,1,0,0.0,,0,0,0.0002892527298060056,0.0,1,False
100000002914245100,peripheral,0.7,3,0.1987,"Разовое поступление: 141 тыс ₸ от 1 плательщика, дальше не уходило; сумма мала",P-leaf,3,False,1,0,140611.0,0.0,1,0,0.0,,0,0,0.00029558398554383933,0.0,1,False
100000002916006100,peripheral,0.6,20,0.0748,Seed-клиент: отправил 32 тыс ₸ на 1 получателей; признаков сбора или веера нет,P-seed,0,True,0,1,0.0,32000.0,0,1,,,0,0,0.0002855692942172902,0.0,0,False
100000002921047100,peripheral,0.5,6,0.4514,"Получил 338 тыс ₸, отдал 163 тыс ₸ (48%) — удерживает часть средств, признаков роли недостаточно",P-other,1,False,2,1,338000.0,163000.02,2,1,0.48224857988165676,1.0,1,1,0.00031704809387447764,2.159800680119253e-05,1,False
100000002922000100,peripheral,0.4,44,0.3215,"Обрыв выгрузки на 4-м колене: получил 448 тыс ₸ от 1; исходящие не выгружены — роль «конечный» не присваиваем, нужна доп. выгрузка",P-trunc,4,False,1,0,448000.0,0.0,1,0,0.0,,0,0,0.0004597224521428421,0.0,1,True
100000002926970100,peripheral,0.7,8,0.2123,"Разовое поступление: 85 тыс ₸ от 1 плательщика, дальше не уходило; сумма мала",P-leaf,3,False,1,0,85000.0,0.0,1,0,0.0,,0,0,0.0003172387852993861,0.0,1,False
100000002933386100,peripheral,0.5,2,0.3258,"Получил 15 тыс ₸, отдал 58 тыс ₸ (387%) — отдаёт больше полученного: вероятны поступления извне выборки",P-other,3,False,1,1,15000.0,58000.0,1,1,3.8666666666666667,0.0,0,0,0.0006527823249129193,2.0012831990095827e-05,1,False
100000002934441100,terminal,0.63,0,0.448,"Конечный получатель: 61 тыс ₸ от 2 плательщиков, исходящих ≥5 тыс ₸ нет; колено 1 — обход здесь не обрывался",E1,1,False,2,0,60845.6,0.0,2,0,0.0,,1,1,0.00030248130107500483,0.0,2,False
100000002936322100,terminal,0.994,3,0.483,"Конечный получатель: 787 тыс ₸ от 2 плательщиков, исходящих ≥5 тыс ₸ нет; колено 3 — обход здесь не обрывался",E1,3,False,2,0,787133.0,0.0,2,0,0.0,,0,0,0.00036638128696323056,0.0,1,False
100000002938501100,peripheral,0.5,5,0.1863,"Получил 8 тыс ₸, отдал 5 тыс ₸ (60%) — удерживает часть средств, признаков роли недостаточно",P-other,1,False,1,1,8395.0,5000.0,1,1,0.5955926146515783,0.0,1,1,0.00028647190827664644,1.7943915472918004e-05,1,False
100000002939838100,terminal,0.936,5,0.649,"Конечный получатель: 571 тыс ₸ от 3 плательщиков, исходящих ≥5 тыс ₸ нет; колено 1 — обход здесь не обрывался",E1,1,False,3,0,571233.0,0.0,3,0,0.0,,1,4,0.0004000333621032969,0.0,1,False
100000002941114100,peripheral,0.5,9,0.5253,"Получил 129 тыс ₸, отдал 15 тыс ₸ (12%) — удерживает часть средств, признаков роли недостаточно",P-other,1,False,2,1,128510.0,15000.0,15,1,0.11672243405182477,1.0,1,2,0.0018146321453408225,2.0607272544257092e-05,2,False
100000002943472100,terminal,0.635,10,0.3987,"Конечный получатель: 170 тыс ₸ от 1 плательщиков, исходящих ≥5 тыс ₸ нет; колено 3 — обход здесь не обрывался",E1,3,False,1,0,170000.0,0.0,1,0,0.0,,0,0,0.0003099616909113654,0.0,1,False
100000002945031100,peripheral,0.7,13,0.065,"Разовое поступление: 15 тыс ₸ от 1 плательщика, дальше не уходило; сумма мала",P-leaf,3,False,1,0,15000.0,0.0,1,0,0.0,,0,0,0.0002911219506169233,0.0,1,False
100000002945626100,terminal,0.942,7,0.4663,"Конечный получатель: 584 тыс ₸ от 3 плательщиков, исходящих ≥5 тыс ₸ нет; колено 3 — обход здесь не обрывался",E1,3,False,3,0,584000.0,0.0,3,0,0.0,,0,0,0.00033776443625034406,0.0,2,False
100000002947299100,peripheral,0.7,2,0.3315,"Разовое поступление: 85 тыс ₸ от 1 плательщика, дальше не уходило; сумма мала",P-leaf,2,False,1,0,85000.0,0.0,1,0,0.0,,0,1,0.0003375116050800497,0.0,1,False
100000002948492100,peripheral,0.7,14,0.0947,"Разовое поступление: 24 тыс ₸ от 1 плательщика, дальше не уходило; сумма мала",P-leaf,3,False,1,0,23660.0,0.0,1,0,0.0,,0,0,0.00029225683204655813,0.0,1,False
100000002951898100,peripheral,0.7,14,0.1403,"Разовое поступление: 40 тыс ₸ от 1 плательщика, дальше не уходило; сумма мала",P-leaf,3,False,1,0,39990.0,0.0,1,0,0.0,,0,0,0.00029687253334630224,0.0,1,False
100000002952631100,peripheral,0.7,5,0.2332,"Разовое поступление: 48 тыс ₸ от 1 плательщика, дальше не уходило; сумма мала",P-leaf,1,False,1,0,48050.0,0.0,1,0,0.0,,1,1,0.00029073553668924586,0.0,1,False
100000002952756100,peripheral,0.7,9,0.2061,"Разовое поступление: 47 тыс ₸ от 1 плательщика, дальше не уходило; сумма мала",P-leaf,3,False,1,0,47000.0,0.0,1,0,0.0,,0,0,0.0003677090010006233,0.0,1,False
100000002954780100,peripheral,0.7,7,0.1849,"Разовое поступление: 133 тыс ₸ от 1 плательщика, дальше не уходило; сумма мала",P-leaf,3,False,1,0,133400.0,0.0,1,0,0.0,,0,0,0.0002924420224811522,0.0,1,False
100000002956769100,terminal,1.0,12,0.4887,"Конечный получатель: 840 тыс ₸ от 3 плательщиков, исходящих ≥5 тыс ₸ нет; колено 3 — обход здесь не обрывался",E1,3,False,3,0,840000.0,0.0,3,0,0.0,,0,0,0.00038478275617857913,0.0,3,False
100000002956779100,terminal,0.756,2,0.4735,"Конечный получатель: 411 тыс ₸ от 1 плательщиков, исходящих ≥5 тыс ₸ нет; колено 3 — обход здесь не обрывался",E1,3,False,1,0,411000.0,0.0,1,0,0.0,,0,0,0.00040310724815078425,0.0,1,False
100000002956898100,terminal,0.745,15,0.5614,"Конечный получатель: 290 тыс ₸ от 2 плательщиков, исходящих ≥5 тыс ₸ нет; колено 2 — обход здесь не обрывался",E1,2,False,2,0,290240.0,0.0,2,0,0.0,,0,1,0.0003768413148122,0.0,1,False
100000002957306100,terminal,0.799,9,0.6239,"Конечный получатель: 398 тыс ₸ от 2 плательщиков, исходящих ≥5 тыс ₸ нет; колено 1 — обход здесь не обрывался",E1,1,False,2,0,398490.0,0.0,2,0,0.0,,2,4,0.0003551868796242696,0.0,1,False
100000002957787100,distributor,0.833,0,0.8324,"Веерная рассылка: 1,3 млн ₸ на 34 получателей (41 переводов), плательщиков в выборке: 4",D1,2,False,4,34,84956.0,1276153.96,7,41,15.02135175855737,0.7551235902602222,0,1,0.0006138323786231593,0.004276645426207853,2,False
100000002958139100,terminal,0.655,7,0.3917,"Конечный получатель: 210 тыс ₸ от 1 плательщиков, исходящих ≥5 тыс ₸ нет; колено 3 — обход здесь не обрывался",E1,3,False,1,0,209500.0,0.0,2,0,0.0,,0,0,0.0003002731747363869,0.0,1,False
100000002958286100,terminal,0.679,7,0.5264,"Конечный получатель: 257 тыс ₸ от 1 плательщиков, исходящих ≥5 тыс ₸ нет; колено 1 — обход здесь не обрывался",E1,1,False,1,0,257000.0,0.0,1,0,0.0,,1,1,0.00031316938195489997,0.0,1,False
100000002958343100,peripheral,0.5,6,0.5312,"Получил 2,9 млн ₸, отдал 1,4 млн ₸ (48%) — удерживает часть средств, признаков роли недостаточно",P-other,2,False,1,2,2900000.0,1390000.0,4,17,0.4793103448275862,0.1079136690647482,0,1,0.0006295066258876736,3.962937027741748e-07,1,False
100000002958345100,terminal,0.704,12,0.4069,"Конечный получатель: 307 тыс ₸ от 1 плательщиков, исходящих ≥5 тыс ₸ нет; колено 3 — обход здесь не обрывался",E1,3,False,1,0,307000.0,0.0,1,0,0.0,,0,0,0.0003001922715970447,0.0,1,False
100000002963189100,peripheral,0.5,14,0.4176,"Получил 490 тыс ₸, отдал 5,2 млн ₸ (1065%) — отдаёт больше полученного: вероятны поступления извне выборки",P-other,3,False,1,7,490000.0,5219000.0,3,15,10.651020408163266,0.0,0,0,0.0004240685983737267,8.540784150822377e-05,1,False
100000002964966100,terminal,0.65,2,0.5515,"Конечный получатель: 200 тыс ₸ от 1 плательщиков, исходящих ≥5 тыс ₸ нет; колено 2 — обход здесь не обрывался",E1,2,False,1,0,200000.0,0.0,1,0,0.0,,0,1,0.00039541593494282724,0.0,1,False
100000002968096100,peripheral,0.4,3,0.2064,"Обрыв выгрузки на 4-м колене: получил 70 тыс ₸ от 1; исходящие не выгружены — роль «конечный» не присваиваем, нужна доп. выгрузка",P-trunc,4,False,1,0,70000.0,0.0,1,0,0.0,,0,0,0.00031948241143492313,0.0,1,True
100000002969048100,peripheral,0.7,6,0.3186,"Разовое поступление: 108 тыс ₸ от 1 плательщика, дальше не уходило; сумма мала",P-leaf,2,False,1,0,108470.0,0.0,1,0,0.0,,0,1,0.00030612769671556556,0.0,1,False
100000002970466100,peripheral,0.5,0,0.2053,"Получил 23 тыс ₸, отдал 93 тыс ₸ (399%) — отдаёт больше полученного: вероятны поступления извне выборки",P-other,3,False,1,2,23317.0,93000.0,1,3,3.9885062400823434,0.43010752688172044,0,0,0.0002868825068890655,3.844048916909496e-05,1,False
100000002971593100,peripheral,0.4,4,0.2325,"Обрыв выгрузки на 4-м колене: получил 49 тыс ₸ от 1; исходящие не выгружены — роль «конечный» не присваиваем, нужна доп. выгрузка",P-trunc,4,False,1,0,49050.0,0.0,1,0,0.0,,0,0,0.0005303801543957137,0.0,1,True
100000002973903100,terminal,0.696,11,0.5333,"Конечный получатель: 93 тыс ₸ от 3 плательщиков, исходящих ≥5 тыс ₸ нет; колено 1 — обход здесь не обрывался",E1,1,False,3,0,92880.0,0.0,3,0,0.0,,1,2,0.00031686903979445224,0.0,1,False
100000002974256100,peripheral,0.7,11,0.2552,"Разовое поступление: 7 тыс ₸ от 1 плательщика, дальше не уходило; сумма мала",P-leaf,2,False,1,0,7200.0,0.0,1,0,0.0,,0,1,0.0005319059485796723,0.0,1,False
100000002975287100,peripheral,0.7,16,0.0531,"Разовое поступление: 15 тыс ₸ от 1 плательщика, дальше не уходило; сумма мала",P-leaf,3,False,1,0,15000.0,0.0,1,0,0.0,,0,0,0.0002891923195721382,0.0,1,False
100000002975437100,peripheral,0.5,31,0.3358,"Получил 530 тыс ₸, отдал 8 тыс ₸ (2%) — удерживает часть средств, признаков роли недостаточно",P-other,3,False,1,1,530000.0,8500.0,2,1,0.016037735849056604,0.0,0,0,0.0005210057143091006,0.0,1,False
100000002981489100,peripheral,0.4,4,0.0325,"Обрыв выгрузки на 4-м колене: получил 10 тыс ₸ от 1; исходящие не выгружены — роль «конечный» не присваиваем, нужна доп. выгрузка",P-trunc,4,False,1,0,10000.0,0.0,1,0,0.0,,0,0,0.0002883312964836393,0.0,1,True
100000002981527100,terminal,0.634,7,0.4961,"Конечный получатель: 168 тыс ₸ от 1 плательщиков, исходящих ≥5 тыс ₸ нет; колено 1 — обход здесь не обрывался",E1,1,False,1,0,168000.0,0.0,1,0,0.0,,1,1,0.000303611374917362,0.0,1,False
100000002982252100,peripheral,0.7,1,0.183,"Разовое поступление: 20 тыс ₸ от 1 плательщика, дальше не уходило; сумма мала",P-leaf,1,False,1,0,20320.0,0.0,1,0,0.0,,1,1,0.00028983422419935953,0.0,1,False
100000002983426100,peripheral,0.7,8,0.2161,"Разовое поступление: 89 тыс ₸ от 1 плательщика, дальше не уходило; сумма мала",P-leaf,3,False,1,0,88945.0,0.0,1,0,0.0,,0,0,0.00031870862226784333,0.0,1,False
100000002983879100,terminal,0.7,2,0.542,"Конечный получатель: 200 тыс ₸ от 2 плательщиков, исходящих ≥5 тыс ₸ нет; колено 2 — обход здесь не обрывался",E1,2,False,2,0,200050.0,0.0,2,0,0.0,,0,1,0.0003580797764870854,0.0,1,False
100000002984403100,peripheral,0.5,25,0.238,"Получил 20 тыс ₸, отдал 25 тыс ₸ (125%) — удерживает часть средств, признаков роли недостаточно",P-other,3,False,1,1,20000.0,25000.0,1,1,1.25,0.0,0,0,0.00032010276016592777,2.0012831990095827e-05,1,False
100000002986245100,peripheral,0.4,19,0.0241,"Обрыв выгрузки на 4-м колене: получил 6 тыс ₸ от 1; исходящие не выгружены — роль «конечный» не присваиваем, нужна доп. выгрузка",P-trunc,4,False,1,0,5750.0,0.0,1,0,0.0,,0,0,0.0002886464045119278,0.0,1,True
100000002988894100,peripheral,0.5,2,0.5121,"Получил 306 тыс ₸, отдал 78 тыс ₸ (25%) — удерживает часть средств, признаков роли недостаточно",P-other,1,False,1,3,306121.0,77500.0,1,3,0.25316786499456095,0.3741935483870968,1,2,0.00034686587155699223,7.133286649935147e-05,1,False
100000002989353100,transit,0.609,12,0.5387,"Транзит: получил 500 тыс ₸, отдал 321 тыс ₸ (64%); 93% суммы ушло в течение 2 дн. после поступления",T2,3,False,1,2,500000.0,321160.0,2,2,0.64232,0.9341138373396438,0,0,0.00030938521828855153,2.774055919419224e-06,1,False
100000002990675100,peripheral,0.7,4,0.1087,"Разовое поступление: 51 тыс ₸ от 1 плательщика, дальше не уходило; сумма мала",P-leaf,3,False,1,0,51143.0,0.0,1,0,0.0,,0,0,0.000287226796606961,0.0,1,False
100000002991079100,peripheral,0.5,5,0.4342,"Получил 149 тыс ₸, отдал 11 тыс ₸ (7%) — удерживает часть средств, признаков роли недостаточно",P-other,1,False,2,1,148900.0,11000.0,3,1,0.07387508394895903,1.0,1,1,0.0003951739742726738,1.981468513870874e-05,1,False
100000002992171100,peripheral,0.7,1,0.1531,"Разовое поступление: 15 тыс ₸ от 1 плательщика, дальше не уходило; сумма мала",P-leaf,1,False,1,0,14627.0,0.0,1,0,0.0,,1,1,0.0002886393301842059,0.0,1,False
100000002994441100,peripheral,0.4,3,0.149,"Обрыв выгрузки на 4-м колене: получил 5 тыс ₸ от 1; исходящие не выгружены — роль «конечный» не присваиваем, нужна доп. выгрузка",P-trunc,4,False,1,0,5000.0,0.0,1,0,0.0,,0,0,0.0005532703163220659,0.0,1,True
100000002999140100,peripheral,0.4,11,0.0416,"Обрыв выгрузки на 4-м колене: получил 10 тыс ₸ от 1; исходящие не выгружены — роль «конечный» не присваиваем, нужна доп. выгрузка",P-trunc,4,False,1,0,10000.0,0.0,2,0,0.0,,0,0,0.000289482604055757,0.0,1,True
100000003001138100,peripheral,0.4,28,0.1595,"Обрыв выгрузки на 4-м колене: получил 30 тыс ₸ от 1; исходящие не выгружены — роль «конечный» не присваиваем, нужна доп. выгрузка",P-trunc,4,False,1,0,30000.0,0.0,1,0,0.0,,0,0,0.00031732665225358317,0.0,1,True
100000003001564100,peripheral,0.5,5,0.3351,"Получил 24 тыс ₸, отдал 180 тыс ₸ (765%) — отдаёт больше полученного: вероятны поступления извне выборки",P-other,1,False,1,1,23520.0,180000.0,1,1,7.653061224489796,0.0,1,1,0.00028809811883623705,1.922024458454748e-05,1,False
